   ,COD_DOCUMENTO,DES_NOME_PREFERIDO,DES_NOMES_ALTERNATIVOS,DBMS_LOB.SUBSTR(S01.TXT_EMENTA
13180,575956,Lei nº 12.314 de 19/08/2010,LEI-12314-2010-08-19,"Altera as Leis nºs 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, 8.745, de 9 de dezembro de 1993, que dispõe sobre a contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público, e 8.029, de 12 de abril de 1990, que dispõe sobre a extinção e dissolução de entidades da administração pública federal; revoga dispositivos da Lei nº 10.678, de 23 de maio de 2003; e dá outras providências."
13181,575843,Lei nº 12.201 de 14/01/2010,LEI-12201-2010-01-14,"Cria cargos de Analista, Inspetor e Agente Executivo no quadro de pessoal da Comissão de Valores Mobiliários."
13182,575851,Lei nº 12.209 de 19/01/2010,LEI-12209-2010-01-19,"Institui o dia 24 de agosto como o Dia Nacional da Comunidade Ucraniana, com fundamento no § 2º do art. 215 da Constituição Federal."
13183,575844,Lei nº 12.202 de 14/01/2010,LEI-12202-2010-01-14,"Altera a Lei nº 10.260, de 12 de julho de 2001, que dispõe sobre o Fundo de Financiamento ao Estudante do Ensino Superior - FIES (permite abatimento de saldo devedor do FIES aos profissionais do magistério público e médicos dos programas de saúde da família; utilização de débitos com o INSS como crédito do FIES pelas instituições de ensino; e dá outras providências)."
13184,575867,Lei nº 12.225 de 12/04/2010,LEI-12225-2010-04-12,"Denomina Viaduto Deputado Federal Júlio Redecker o viaduto localizado no Km 243 da BR-116, no Município de São Leopoldo, Estado do Rio Grande do Sul."
13185,575831,Lei nº 12.189 de 12/01/2010,LEI-12189-2010-01-12,Dispõe sobre a criação da Universidade Federal da Integração Latino-Americana - UNILA e dá outras providências.
13186,575886,Lei nº 12.244 de 24/05/2010,"LEI-12244-2010-05-24 , Lei da Biblioteca Escolar (2010)",Dispõe sobre a universalização das bibliotecas nas instituições de ensino do País.
13187,575882,Lei nº 12.240 de 20/05/2010,LEI-12240-2010-05-20,"Abre crédito extraordinário, em favor de diversos órgãos e entidades do Poder Executivo, no valor global de R$ 18.191.723.573,00 (dezoito bilhões, cento e noventa e um milhões, setecentos e vinte e três mil, quinhentos e setenta e três reais), e reduz o Orçamento de Investimento de diversas empresas no valor global de R$ 5.736.743.280,00 (cinco bilhões, setecentos e trinta e seis milhões, sete - centos e quarenta e três mil, duzentos e oitenta reais), para os fins que especifica."
13188,575910,Lei nº 12.268 de 21/06/2010,LEI-12268-2010-06-21,Institui o dia 22 de novembro como Dia da Comunidade Libanesa no Brasil.
13189,585349,Lei nº 12.352 de 28/12/2010,LEI-12352-2010-12-28,"Altera o Anexo I da Lei nº 11.653, de 7 de abril de 2008, que dispõe sobre o Plano Plurianual para o período 2008-2011."
13190,585328,Lei nº 12.331 de 15/09/2010,LEI-12331-2010-09-15,"Denomina Rodovia João Lyra Filho o trecho da rodovia da BR-104 entre as cidades de Caruaru e Santa Cruz do Capibaribe, no Estado de Pernambuco."
13191,575862,Lei nº 12.220 de 12/04/2010,LEI-12220-2010-04-12,Denomina Aeroporto de Marabá/Pará - João Correa da Rocha - o Aeroporto de Marabá/Pará.
13192,575914,Lei nº 12.272 de 24/06/2010,LEI-12272-2010-06-24,"Dispõe sobre a criação de cargos em comissão do Grupo-Direção e Assessoramento Superiores - DAS, destinados à Secretaria Especial de Políticas para as Mulheres."
13193,575845,Lei nº 12.203 de 19/01/2010,LEI-12203-2010-01-19,Denomina rodovia federal Governador Henrique Santillo o trecho da BR-060 Goiânia/Brasília.
13194,585356,Lei nº 12.359 de 29/12/2010,LEI-12359-2010-12-29,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios de Minas e Energia e dos Transportes, crédito especial no valor global de R$ 77.500.000,00, para os fins que especifica, e dá outras providências."
13195,584329,Lei nº 12.473 de 01/09/2011,LEI-12473-2011-09-01,"Denomina Rodovia Tenente-Brigadeiro Murillo Santos o trecho rodoviário compreendido entre a Base Aérea de Natal, no Estado do Rio Grande do Norte, e o entroncamento com a BR-101."
13196,584315,Lei nº 12.459 de 26/07/2011,LEI-12459-2011-07-26,"Denomina Porto de Petrolina - Paulo de Souza Coelho o porto fluvial localizado no rio São Francisco, na cidade de Petrolina, Estado de Pernambuco."
13197,585435,Lei nº 12.438 de 06/07/2011,LEI-12438-2011-07-06,"Altera a Lei nº 8.689, de 27 de julho de 1993, que dispõe sobre a extinção do Instituto Nacional de Assistência Médica da Previdência Social - INAMPS e dá outras providências, para que a prestação de contas dos gestores do Sistema Único de Saúde - SUS ao Poder Legislativo estenda-se à esfera federal de governo."
13198,584326,Lei nº 12.470 de 31/08/2011,LEI-12470-2011-08-31,"Altera os arts. 21 e 24 da Lei nº 8.212, de 24 de julho de 1991, que dispõe sobre o Plano de Custeio da Previdência Social, para estabelecer alíquota diferenciada de contribuição para o microempreendedor individual e do segurado facultativo sem renda própria que se dedique exclusivamente ao trabalho doméstico no âmbito de sua residência, desde que pertencente a família de baixa renda; altera os arts. 16, 72 e 77 da Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre o Plano de Benefícios da Previdência Social, para incluir o filho ou o irmão que tenha deficiência intelectual ou mental como dependente e determinar o pagamento do salário-maternidade devido à empregada do microempreendedor individual diretamente pela Previdência Social; altera os arts. 20 e 21 e acrescenta o art. 21-A à Lei nº 8.742, de 7 de dezembro de 1993 - Lei Orgânica de Assistência Social, para alterar regras do benefício de prestação continuada da pessoa com deficiência; e acrescenta os §§ 4º e 5º ao art. 968 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para estabelecer trâmite especial e simplificado para o processo de abertura, registro, alteração e baixa do microempreendedor individual."
13199,584314,Lei nº 12.458 de 26/07/2011,LEI-12458-2011-07-26,Estabelece critérios mínimos para a outorga do título de patrono ou patrona.
13200,589505,Lei nº 12.582 de 29/12/2011,LEI-12582-2011-12-29,"Abre ao Orçamento de Investimento para 2011, em favor de empresas estatais federais do Grupo ELETROBRAS, crédito especial no valor total de R$ 1.055.118.669,00, para os fins que especifica."
13201,584369,Lei nº 12.513 de 26/10/2011,LEI-12513-2011-10-26,"Institui o Programa Nacional de Acesso ao Ensino Técnico e Emprego (Pronatec); altera as Leis nº 7.998, de 11 de janeiro de 1990, que regula o Programa do Seguro- Desemprego, o Abono Salarial e institui o Fundo de Amparo ao Trabalhador (FAT), nº 8.212, de 24 de julho de 1991, que dispõe sobre a organização da Seguridade Social e institui Plano de Custeio, nº 10.260, de 12 de julho de 2001, que dispõe sobre o Fundo de Financiamento ao Estudante do Ensino Superior, e nº 11.129, de 30 de junho de 2005, que institui o Programa Nacional de Inclusão de Jovens (ProJovem); e dá outras providências."
13202,584348,Lei nº 12.492 de 20/09/2011,LEI-12492-2011-09-20,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios do Meio Ambiente, da Integração Nacional e do Desenvolvimento Social e Combate à Fome, crédito especial no valor global de R$ 205.600.000,00, para os fins que especifica, e dá outras providências."
13203,584411,Lei nº 12.555 de 15/12/2011,LEI-12555-2011-12-15,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor do Senado Federal, do Tribunal de Contas da União, da Justiça Federal, dos Ministérios da Previdência Social e da Defesa, do Ministério Público da União e de Transferências a Estados, Distrito Federal e Municípios, crédito suplementar no valor global de R$ 76.518.479,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13204,584388,Lei nº 12.532 de 02/12/2011,LEI-12532-2011-12-02,"Denomina Rodovia Senador José Coelho o trecho da rodovia BR-407 compreendido entre as localidades de Petrolina e Afrânio, no Estado de Pernambuco."
13205,585389,Lei nº 12.392 de 04/03/2011,LEI-12392-2011-03-04,Institui o ano de 2011 como o Ano da Holanda no Brasil.
13206,584352,Lei nº 12.496 de 20/09/2011,LEI-12496-2011-09-20,"Denomina Sistema Metroviário do Recife Engenheiro Pelópidas Silveira o Metrô do Recife/Metrorec, operado pela Companhia Brasileira de Trens Urbanos - CBTU."
13207,584311,Lei nº 12.455 de 26/07/2011,LEI-12455-2011-07-26,Inscreve o nome de Heitor Villa-Lobos no Livro dos Heróis da Pátria.
13208,584338,Lei nº 12.482 de 02/09/2011,LEI-12482-2011-09-02,"Altera a composição e a organização interna do Tribunal Regional do Trabalho da 21ª Região, cria Varas do Trabalho em sua jurisdição e dá outras providências."
13209,585390,Lei nº 12.393 de 04/03/2011,LEI-12393-2011-03-04,Institui a Semana de Mobilização Nacional para Busca e Defesa da Criança Desaparecida.
13210,585438,Lei nº 12.441 de 11/07/2011,LEI-12441-2011-07-11,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para permitir a constituição de empresa individual de responsabilidade limitada."
13211,584319,Lei nº 12.463 de 04/08/2011,LEI-12463-2011-08-04,Dispõe sobre a criação de cargos e de funções no Quadro de Pessoal do Conselho Nacional de Justiça - CNJ.
13212,585386,Lei nº 12.389 de 03/03/2011,LEI-12389-2011-03-03,Dispõe sobre a instituição do Dia Nacional do Calcário Agrícola.
13213,584362,Lei nº 12.506 de 11/10/2011,LEI-12506-2011-10-11,Dispõe sobre o aviso prévio e dá outras providências.
13214,585382,Lei nº 12.385 de 03/03/2011,LEI-12385-2011-03-03,"Dispõe sobre a prestação de auxílio financeiro pela União aos Estados, ao Distrito Federal e aos Municípios, no exercício de 2010, com o objetivo de fomentar as exportações do País; altera as Leis nºs 12.087, de 11 de novembro de 2009, 10.260, de 12 de julho de 2001, 8.685, de 20 de julho de 1993, 3.890-A, de 25 de abril de 1961, 10.848, de 15 de março de 2004, 12.111, de 9 de dezembro de 2009, e 12.249, de 11 de junho de 2010; modifica condições para a concessão da subvenção em operações de financiamento de que trata o art. 1º da Lei nº 12.096, de 24 de novembro de 2009; revoga dispositivo da Lei nº 12.096, de 24 de novembro de 2009; e dá outras providências."
13215,584413,Lei nº 12.557 de 15/12/2011,LEI-12557-2011-12-15,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Justiça e da Defesa, crédito suplementar no valor global de R$ 380.941.983,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13216,584306,Lei nº 12.450 de 15/07/2011,LEI-12450-2011-07-15,"Denomina a BR-363, localizada em Fernando de Noronha, no Estado de Pernambuco, Rodovia Miguel Arraes de Alencar."
13217,585403,Lei nº 12.406 de 18/05/2011,LEI-12406-2011-05-18,Dispõe sobre a criação de cargos em comissão e funções de confiança destinados ao Instituto Nacional do Seguro Social - INSS e cria cargos efetivos de Perito Médico Previdenciário.
13218,585427,Lei nº 12.430 de 20/06/2011,LEI-12430-2011-06-20,"Inscreve os nomes de Martins, Miragaia, Dráusio e Camargo (MMDC), heróis paulistas da Revolução Constitucionalista de 1932, no Livro dos Heróis da Pátria."
13219,584321,Lei nº 12.465 de 12/08/2011,"LEI-12465-2011-08-12 , Lei de Diretrizes Orçamentárias (LDO) (2012)",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2012 e dá outras providências.
13220,584356,Lei nº 12.500 de 04/10/2011,LEI-12500-2011-10-04,Institui o Dia Nacional do Distribuidor de Insumo Agrícola e Veterinário.
13221,585432,Lei nº 12.435 de 06/07/2011,LEI-12435-2011-07-06,"Altera a Lei nº 8.742, de 7 de dezembro de 1993, que dispõe sobre a organização da Assistência Social."
13222,584365,Lei nº 12.509 de 11/10/2011,LEI-12509-2011-10-11,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Educação, crédito especial no valor de R$ 88.331.000,00, para o fim que especifica, e dá outras providências."
13223,584355,Lei nº 12.499 de 29/09/2011,LEI-12499-2011-09-29,"Autoriza a União a transferir recursos financeiros aos Municípios e ao Distrito Federal, com a finalidade de prestar apoio financeiro à manutenção de novos estabelecimentos públicos de educação infantil, e dá outras providências."
13224,585395,Lei nº 12.398 de 28/03/2011,LEI-12398-2011-03-28,"Acrescenta parágrafo único ao art. 1.589 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, e dá nova redação ao inciso VII do art. 888 da Lei nº 5.869, de 11 de janeiro de 1973 - Código de Processo Civil, para estender aos avós o direito de visita aos netos."
13225,585415,Lei nº 12.418 de 09/06/2011,LEI-12418-2011-06-09,"Altera o inciso I do caput do art. 38 da Lei nº 10.741, de 1º de outubro de 2003, que dispõe sobre o Estatuto do Idoso, para reservar aos idosos pelo menos 3% (três por cento) das unidades residenciais em programas habitacionais públicos ou subsidiados com recursos públicos."
13226,584307,Lei nº 12.451 de 20/07/2011,LEI-12451-2011-07-20,"Denomina ""Viaduto Major Ciraulo"" o viaduto localizado no km 83 da BR-101 - Rodovia Translitorânea -, no Município de Bayeux, Estado da Paraíba."
13227,589507,Lei nº 12.584 de 30/12/2011,LEI-12584-2011-12-30,"Denomina Rodovia Manoel Ferreira Lago Filho o trecho da rodovia BR-146 entre as cidades de Passos e Bom Jesus da Penha, ambas no Estado de Minas Gerais."
13228,584368,Lei nº 12.512 de 14/10/2011,LEI-12512-2011-10-14,"Institui o Programa de Apoio à Conservação Ambiental e o Programa de Fomento às Atividades Produtivas Rurais; altera as Leis nºs 10.696, de 2 de julho de 2003, 10.836, de 9 de janeiro de 2004, e 11.326, de 24 de julho de 2006."
13229,585436,Lei nº 12.439 de 07/07/2011,LEI-12439-2011-07-07,Cria Cargos em Comissão e Funções Comissionadas no Tribunal Regional do Trabalho da 2ª Região e dá outras providências.
13230,584392,Lei nº 12.536 de 08/12/2011,LEI-12536-2011-12-08,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Justiça e da Defesa, crédito especial no valor global de R$ 16.500.000,00, para os fins que especifica, e dá outras providências."
13231,584360,Lei nº 12.504 de 11/10/2011,LEI-12504-2011-10-11,"Confere ao Município de São Carlos, no Estado de São Paulo, o título de Capital Nacional da Tecnologia."
13232,585433,Lei nº 12.436 de 06/07/2011,LEI-12436-2011-07-06,Veda o emprego de práticas que estimulem o aumento de velocidade por motociclistas profissionais.
13233,584331,Lei nº 12.475 de 02/09/2011,LEI-12475-2011-09-02,Dispõe sobre a criação de Varas do Trabalho na jurisdição do Tribunal Regional do Trabalho da 4ª Região e dá outras providências.
13234,584347,Lei nº 12.491 de 20/09/2011,LEI-12491-2011-09-20,"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério do Desenvolvimento Social e Combate à Fome, crédito suplementar no valor de R$ 755.000.000,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13235,584379,Lei nº 12.523 de 11/11/2011,LEI-12523-2011-11-11,"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério da Saúde e de Operações Oficiais de Crédito, crédito suplementar no valor global de R$ 593.754.077,00 (quinhentos e noventa e três milhões, setecentos e cinquenta e quatro mil, setenta e sete reais), para reforço de dotações constantes da Lei Orçamentária de 2011."
13236,584367,Lei nº 12.511 de 11/10/2011,LEI-12511-2011-10-11,"Abre ao Orçamento da Seguridade Social da União, em favor do Ministério do Desenvolvimento Social e Combate à Fome, crédito suplementar no valor de R$ 44.891.709,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13237,589503,Lei nº 12.580 de 29/12/2011,LEI-12580-2011-12-29,"Abre ao Orçamento de Investimento para 2011 crédito suplementar no valor total de R$ 8.631.945.462,00, em favor de diversas empresas estatais, e reduz o Orçamento de Investimento de diversas empresas no valor global de R$ 20.731.286.239,00, para os fins que especifica."
